sentence,url,date_published,type
"The pro-Kremlin media frequently use disinformation narratives about popular protests allegedly incited and funded by the US around the world, including colour revolutions in post-Soviet states, the “Arab Spring” revolts, Euromaidan in Ukraine, protests in Catalonia and others.",https://euvsdisinfo.eu/report/the-west-is-using-the-colour-revolution-model-in-china,2020-07-17,claim
Recurring pro-Kremlin disinformation narrative about the poisoning of Sergei Skripal and his daughter in Salisbury claiming that the UK has never proved Russia’s involvement and has not provided any evidence.,https://euvsdisinfo.eu/report/britains-narrative-on-the-skripal-affair-is-not-credible,2019-09-04,claim
"Despite reports on certain ideological support, financial proposals and a conspiracy meeting of European far right parties representatives with a Russian influencers, hacker attacks and suspicious social media accounts activity investigated under suspicion of being orchestrated by GRU and Russian ""trolls factory"", the recurring pro-Kremlin narrative purports that all the allegations of Russian interference in electoral processes in the EU and in the West are groundless and spread by European elites themselves.",https://euvsdisinfo.eu/report/groundless-accusation-of-ties-to-russia-became-classic-trap-aimed-to-discredit-eu-conservative-candidates,2019-05-20,claim
Recurring pro-Kremlin disinformation narrative about Russophobia and the poisoning of Alexei Navalny.,https://euvsdisinfo.eu/report/russophobic-western-media-push-narrative-of-putins-role-in-navalny-poisoning,2020-09-03,claim
A recurring pro-Kremlin narrative that the US and some European countries have destabilised Libya which led to the killing of the country’s former President to advance geopolitical goals.,https://euvsdisinfo.eu/report/us-and-european-countries-has-ousted-gaddafi-and-killed-him,2019-08-14,claim
"This is part of recurring pro-Kremlin disinformation narratives about coronavirus and alleged ""EU disintegration"".",https://euvsdisinfo.eu/report/coronavirus-will-cause-the-dissolution-of-the-eu-and-nato,2020-03-20,claim
Read more about the pro-Kremlin disinformation narrative of of the EU's imminent collapse here.,https://euvsdisinfo.eu/report/coronavirus-will-cause-the-dissolution-of-the-eu-and-nato,2020-03-20,claim
The story advances a recurring pro-Kremlin narrative on US support for ISIS.,https://euvsdisinfo.eu/report/us-military-in-syria-give-isis-militants-safe-passage-in-exchange-for-gold,2019-02-27,claim
"Recurring pro-Kremlin disinformation narrative about the war in Ukraine, aiming to portray the conflict as Ukraine's civil war.",https://euvsdisinfo.eu/report/ukraine-needs-war-in-donbas-to-receive-financial-aid-from-the-imf,2020-07-13,claim
This is a pro-Kremlin narrative about the China coronavirus.,https://euvsdisinfo.eu/report/coronavirus-targets-exclusively-one-race,2020-01-28,claim
The conspiracy theory also refers the recurring pro-Kremlin disinformation narratives about US military biological labs circling Russia.,https://euvsdisinfo.eu/report/coronavirus-targets-exclusively-one-race,2020-01-28,claim
A recurring pro-Kremlin narrative about the US promoting and funding jihadist terrorism.,https://euvsdisinfo.eu/report/the-us-created-daesh-in-order-to-provoke-chaos-and-disintegration-in-syria-iraq-and-iran,2021-06-21,claim
Recurring pro-Kremlin disinformation narrative about the illegal annexation of Crimea.,https://euvsdisinfo.eu/report/over-95-of-crimea-voted-to-be-part-of-russia,2020-05-07,claim
Recurring pro-Kremlin disinformation narrative about the status of Crimea and the passage of HMS Defender through waters near Crimea.,https://euvsdisinfo.eu/report/uk-destroyer-entered-russian-waters-and-only-left-after-warning-shots,2021-06-29,claim
"Recurring pro-Kremlin disinformation narrative about Crimea, and undermining Ukrainian statehood, while claiming the country is a Russophobic state.",https://euvsdisinfo.eu/report/ukraine-is-being-racist-against-russian-culture,2021-05-30,claim
See similar disinformation narratives on this issue - The Baltic states benefited from the Molotov-Ribbentrop Pact; The Baltic states are perpetuating the myth of the Soviet occupation and The Baltic states refuse to celebrate the victory over fascism.,https://euvsdisinfo.eu/report/the-ussr-incorporated-latvia-lithuania-and-estonia-in-a-legal-way,2020-06-19,claim
"A recurring pro-Kremlin disinformation narrative casting Ukraine, Poland and the Baltic States as countries that do not respect the history of WWII and its heroes (often, accusing them of supporting the Nazi ideology).",https://euvsdisinfo.eu/report/poland-whitewashes-hitler-by-allowing-the-publication-of-mein-kampf,2021-02-23,claim
Recurring pro-Kremlin narrative about Ukraine violating Russian territorial integrity in the Sea of Azov.,https://euvsdisinfo.eu/report/sweden-acknowledges-the-kerch-straits-incident-as-a-ukrainian-provocation,2019-02-11,claim
Recurring pro-Kremlin narrative that the United States fully controls the foreign and domestic policy of the European Union.,https://euvsdisinfo.eu/report/ecj-decided-to-limit-the-gazprom-access-to-opal-pipeline-in-the-interest-of-the-usa,2019-09-13,claim
This message is in line with a recurring pro-Kremlin narrative about the West's moral decay aimed at portraying Russia as superior to the West in terms of values and morals.,https://euvsdisinfo.eu/report/western-liberal-civilisation-is-decadent-materialistic-hedonist-and-perverse (1),2020-03-02,claim
This narrative often claims that President Vladimir Putin saved Russia’s values and identity from the threat of Western decadence and that he is the only world leader that protects traditional European and Christian values. “,https://euvsdisinfo.eu/report/western-liberal-civilisation-is-decadent-materialistic-hedonist-and-perverse (1),2020-03-02,claim
Threatened values” is one of the most common narratives used by pro-Kremlin outlets.,https://euvsdisinfo.eu/report/western-liberal-civilisation-is-decadent-materialistic-hedonist-and-perverse (1),2020-03-02,claim
"The article seeks to discredit liberal democracy by repeating the pro-Kremlin disinformation narratives about the West’s moral decadence, materialism, perverted values, and hostility to traditional religion, which Western governments allegedly seek to undermine and to replace with pseudo-religions (such as LGBT ideology).",https://euvsdisinfo.eu/report/western-liberal-civilisation-is-decadent-materialistic-hedonist-and-perverse (1),2020-03-02,claim
"According to these narratives the liberal societies of the West are depraved, they seek to destroy traditional values and to promote deviant sexual behavior.",https://euvsdisinfo.eu/report/western-liberal-civilisation-is-decadent-materialistic-hedonist-and-perverse (1),2020-03-02,claim
Recurring pro-Kremlin disinformation narrative about Ukrainian government sabotaging peace in the Donbas region.,https://euvsdisinfo.eu/report/ukraine-refused-to-withdraw-the-troops-so-there-will-be-no-normandy-format,2019-10-11,claim
Recurrent whataboutism narrative used to dismiss any critic in Russian society.,https://euvsdisinfo.eu/report/the-eu-is-concerned-by-human-rights-in-russia-but-not-inside-the-member-states,2021-03-08,claim
The news item presents an unverified report to advance the recurring pro-Kremlin narrative about crimes and hoaxes perpetrated by the White Helmets.,https://euvsdisinfo.eu/report/white-helmets-involved-in-organ-trafficking-in-syria,2019-02-20,claim
Russian officials and media outlets have previously used dubious witness accounts to support the Kremlin's narratives about Syria.,https://euvsdisinfo.eu/report/white-helmets-involved-in-organ-trafficking-in-syria,2019-02-20,claim
Recurring pro-Kremlin disinformation narrative about Lithuania and alleged Western attempts to organise a colour revolution in Belarus.,https://euvsdisinfo.eu/report/minsk-will-economically-punish-lithuania-for-support-of-belarusian-opposition,2021-01-04,claim
"Calling American diplomatic missions as main protagonists of hanging the LGBT flags is in line with the recurring pro-Kremlin disinformation narrative about threatened values, which is used to undermine progressive Western attitudes about a variety of normative issues, including the rights of women, ethnic and religious minorities, and LGBTQ groups, among others.",https://euvsdisinfo.eu/report/lgbt-activists-tried-to-win-over-the-motherland-monument-in-kyiv,2020-06-30,claim
This story is also consistent with narratives accusing the United States and other Western countries of meddling and attempting to forcibly impose their liberal values on countries with a strong Christian tradition.,https://euvsdisinfo.eu/report/lgbt-activists-tried-to-win-over-the-motherland-monument-in-kyiv,2020-06-30,claim
"This is a mix of unfounded conspiracies concerning the coronavirus outbreak aimed to discredit the Belarusian opposition and the US, consistent with recurrent pro-Kremlin narratives about Soros and ""secret elites"" controlling the global development and Western attempts to organise a colour revolution in Belarus.",https://euvsdisinfo.eu/report/belarusian-opposition-plans-a-genocide-with-coronavirus-infected-soros-funded-test-tubes-handed-by-pompeo,2020-03-23,claim
"Conspiracy theory, consistent with recurring pro-Kremlin disinformation narratives about Russophobia and deep state.",https://euvsdisinfo.eu/report/big-brothers-in-europe-and-beyond-knocked-down-the-austrian-chancellor-with-a-russian-card,2019-05-26,claim
Recurring pro-Kremlin disinformation narrative about Ukraine’s alleged lack of sovereignty and its submission to the West.,https://euvsdisinfo.eu/report/kyivs-desire-to-join-nato-jeopardises-the-existence-of-ukraine-as-an-independent-state,2021-06-11,claim
The ultimate goal of this narrative is to deny the existence of a Ukrainian nation and to portray the country as a failed state fully dependent on western powers.,https://euvsdisinfo.eu/report/kyivs-desire-to-join-nato-jeopardises-the-existence-of-ukraine-as-an-independent-state,2021-06-11,claim
Recurring pro-Kremlin disinformation narrative portraying the 2013-14 Ukrainian revolution as a coup d'etat that was artificially orchestrated by US intelligence.,https://euvsdisinfo.eu/report/the-us-promoted-and-financed-the-2013-2014-color-revolution-and-ouster-of-former-ukrainian-president-yanukovych,2020-07-21,claim
"The claim is in the line with the disinformation narrative claiming that the United States supports so-called ""colour revolutions"" around the world.",https://euvsdisinfo.eu/report/the-us-promoted-and-financed-the-2013-2014-color-revolution-and-ouster-of-former-ukrainian-president-yanukovych,2020-07-21,claim
"This narrative portrays any spontaneous disorders and civil uprisings in other states, especially in the former Soviet republics, as Western-funded ""colour revolutions"", including the Revolution of Dignity (Euromaidan) in Ukraine, which began in 2013 without any outside influence.",https://euvsdisinfo.eu/report/the-us-promoted-and-financed-the-2013-2014-color-revolution-and-ouster-of-former-ukrainian-president-yanukovych,2020-07-21,claim
This claim is part of a recurrent pro-Kremlin media narrative about Ryanair flight FR 4978.,https://euvsdisinfo.eu/report/the-west-used-the-ryanair-flight-to-advance-its-political-goals-against-belarus,2021-06-04,claim
